level,label,bucket,reason,n_occurrences,n_trials,example_nct,parser_rules_version
class,Numbers of male sexual partners in the past 3 months ≥ 6,male,mapped,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nurse,,unrecognized,1,1,NCT02320175,parsers.R@2026-08-17 / outcomes@2026-09-10
class,OA Population,,unrecognized,1,1,NCT04160091,parsers.R@2026-08-17 / outcomes@2026-09-10
class,OLE Period,,unrecognized,1,1,NCT04556734,parsers.R@2026-08-17 / outcomes@2026-09-10
class,OLE Phase,,unrecognized,1,1,NCT03941834,parsers.R@2026-08-17 / outcomes@2026-09-10
class,OLE trial period,,unrecognized,1,1,NCT05870540,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Occasionally,,unrecognized,1,1,NCT02516202,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Offspring,,unrecognized,1,1,NCT04050202,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Often,,unrecognized,1,1,NCT03741725,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Often to Almost Always,,unrecognized,1,1,NCT05396014,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Older Adults,,unrecognized,1,1,NCT05150990,parsers.R@2026-08-17 / outcomes@2026-09-10
class,On Demand Cohort,,structural_or_group,1,1,NCT03393975,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Once a month or less,,unrecognized,1,1,NCT00635570,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ongoing problem,,unrecognized,1,1,NCT01262573,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Only male subjects,male,mapped,1,1,NCT04408989,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open Label Extension,,structural_or_group,1,1,NCT04629950,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open Label Phase,,unrecognized,1,1,NCT04712669,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open Label phase,,unrecognized,1,1,NCT05445557,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-Enrollment Sex,,unrecognized,1,1,NCT03323749,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-Label Period,,unrecognized,1,1,NCT02586623,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-Label Phase,,unrecognized,1,1,NCT00958633,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-Label Titration Period,,unrecognized,1,1,NCT05668754,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-Label Treatment,,unrecognized,1,1,NCT05014919,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-label initial phase (OLP),,unrecognized,1,1,NCT03528681,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Open-label phase,,unrecognized,1,1,NCT03341962,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Optional Flaxseed Continuation,,unrecognized,1,1,NCT00956813,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Oral sex,,unrecognized,1,1,NCT04233372,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Orgasmic function,,unrecognized,1,1,NCT00351819,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Oruga Field Station,,unrecognized,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Osewre Field Station,,unrecognized,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other (Transwoman; Transman; Gender-variant/non-binary; Other Identity; Prefer not to answer),unknown,mapped,1,1,NCT04992390,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other (Unspecified),unknown,mapped,1,1,NCT03205982,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Other (asexual, bisexual, pansexual, uncertain)",gender_diverse,mapped,1,1,NCT03721276,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Other (e.g., Two Spirit)",gender_diverse,mapped,1,1,NCT05129501,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Other (e.g., queer, pansexual)",gender_diverse,mapped,1,1,NCT02994108,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other (participant response = non-binary),gender_diverse,mapped,1,1,NCT04661878,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other (please specify),gender_diverse,mapped,1,1,NCT06509100,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other (prefer to self-describe),gender_diverse,mapped,1,1,NCT04935931,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other (self described as genderqueer or nonbinary),gender_diverse,mapped,1,1,NCT03254940,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other (unspecified),unknown,mapped,1,1,NCT04950816,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other / Missing,unknown,mapped,1,1,NCT05916664,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other Gender Identity,gender_diverse,mapped,1,1,NCT03313310,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other Gender Identity,gender_diverse,mapped,1,1,NCT05087966,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other Identity,gender_diverse,mapped,6,1,NCT05132322,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other combination,gender_diverse,mapped,1,1,NCT03419078,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other identity,gender_diverse,mapped,1,1,NCT04974580,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other not listed,unknown,mapped,1,1,NCT05692960,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other or Prefer Not to Say,unknown,mapped,1,1,NCT06874361,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other or Unknown,unknown,mapped,1,1,NCT04852848,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other or not reported,unknown,mapped,1,1,NCT04450914,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other or prefer not to say,unknown,mapped,1,1,NCT05384171,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other or unknown,unknown,mapped,2,1,NCT03740113,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other selected,gender_diverse,mapped,1,1,NCT05537116,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other than male or female,gender_diverse,mapped,1,1,NCT05604508,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Other, Unspecified",unknown,mapped,1,1,NCT04605159,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Other, Unspecified",unknown,mapped,1,1,NCT04019873,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Other, not specified",unknown,mapped,1,1,NCT03234881,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/ Not recorded,unknown,mapped,1,1,NCT01244737,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other/Choose not to respond,unknown,mapped,1,1,NCT06552871,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/Missing,unknown,mapped,1,1,NCT04409782,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other/Missing,unknown,mapped,1,1,NCT02788903,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/Non-binary,gender_diverse,mapped,1,1,NCT04201223,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/Not Listed Above,unknown,mapped,1,1,NCT05900700,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other/Not Reported,unknown,mapped,1,1,NCT04678245,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/Not Specified,unknown,mapped,1,1,NCT03277794,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/Not listed,unknown,mapped,1,1,NCT04498143,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/Prefer not to answer,unknown,mapped,1,1,NCT03923582,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other/Prefer not to answer,unknown,mapped,1,1,NCT04971967,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/Queer,gender_diverse,mapped,1,1,NCT04289116,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other/Refused/Missing,unknown,mapped,1,1,NCT04246593,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/Unknown,unknown,mapped,1,1,NCT06554431,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/Unknown/Missing,unknown,mapped,1,1,NCT06554431,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/Unspecified,unknown,mapped,1,1,NCT03687762,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other/category not listed,unknown,mapped,1,1,NCT04154631,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/missing,unknown,mapped,1,1,NCT04726371,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/no response,unknown,mapped,1,1,NCT06634342,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other/non-binary,gender_diverse,mapped,1,1,NCT04891978,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other/not reported,unknown,mapped,1,1,NCT03704142,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other/not sure,unknown,mapped,1,1,NCT04376346,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Others,gender_diverse,mapped,1,1,NCT04908683,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Others (gay, lesbian or bisexual)",gender_diverse,mapped,1,1,NCT03685643,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Others (pansexual, queer, unsure)",unknown,mapped,1,1,NCT05645354,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Outpatient,,unrecognized,1,1,NCT02455076,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Overall Sample,,unrecognized,1,1,NCT01875861,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Overall population,,unrecognized,1,1,NCT01121588,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Overall satisfaction,,unrecognized,1,1,NCT00351819,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Overall satisfied with sexual encounters,,unrecognized,1,1,NCT00512707,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PCMHI Participants,,unrecognized,1,1,NCT04350866,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PCV13 Population,,unrecognized,1,1,NCT03276754,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PEP (n=89) - Female,female,mapped,1,1,NCT00782067,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PEP (n=89) - Male,male,mapped,1,1,NCT00782067,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PFIC Cohort,,structural_or_group,1,1,NCT03905330,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active Interest, Assessment of Partner Related Impacts",,unrecognized,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active Interest, Summary Score",,unrecognized,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active, Assessment of Arousal, Orgasm",,unrecognized,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active, Assessment of Desire",,unrecognized,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active, Condition-specifc Impacts on Activity",,unrecognized,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active, Condition-specific Impact on Sexual Quality",,unrecognized,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Active, Global Quality",,unrecognized,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Inactive, Condition Impact on Sexual Quality",,unrecognized,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Inactive, Condition Specific Reason for Not Being Active",,unrecognized,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Inactive, Global Quality",,unrecognized,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"PISQ-IR Sexually Inactive, Partner-Related Reasons for Not Being Active",,unrecognized,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PLWD,,unrecognized,1,1,NCT04555616,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PLWD Sex,,unrecognized,1,1,NCT03786471,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PP population,,unrecognized,1,1,NCT02510235,parsers.R@2026-08-17 / outcomes@2026-09-10
category,PREFER NOT TO ANSWER,unknown,mapped,1,1,NCT04804072,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PVB,,unrecognized,1,1,NCT03086213,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Panromantic asexual,,sexual_orientation,1,1,NCT05408858,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Pansexual; Asexual,,sexual_orientation,1,1,NCT05372913,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Parent,,structural_or_group,4,1,NCT04859699,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent - Female,female,mapped,1,1,NCT03901274,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent - Male,male,mapped,1,1,NCT03901274,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent - Missing or Prefer Not to Answer,unknown,mapped,1,1,NCT03901274,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent - Nonbinary / Gender Non-Conforming,gender_diverse,mapped,1,1,NCT03901274,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent 1,,unrecognized,1,1,NCT05762835,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent 2,,unrecognized,1,1,NCT05762835,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Parent Female gender, n (%)",female,mapped,1,1,NCT03408314,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent Gender,,unrecognized,1,1,NCT03521115,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Parent Male gender, n (%)",male,mapped,1,1,NCT03408314,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent Non-binary,gender_diverse,mapped,1,1,NCT06408818,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent Other / Prefer not to answer,unknown,mapped,1,1,NCT03592186,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent sex,,unrecognized,1,1,NCT02973815,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent/Guardian,,unrecognized,1,1,NCT03442114,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent/Infant Dyads,,unrecognized,1,1,NCT03885232,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent/Legal Guardians,,unrecognized,1,1,NCT05675020,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent/caregiver participants,,unrecognized,1,1,NCT03294590,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parenteral nutrition,,unrecognized,1,1,NCT03278847,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents of Youth Patients,,unrecognized,1,1,NCT05626231,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents or Caregivers,,unrecognized,1,1,NCT05835362,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents/LARs,,unrecognized,1,1,NCT04152603,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents/caregivers,,unrecognized,1,1,NCT03385629,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents/guardians (for exploratory outcomes),,unrecognized,1,1,NCT05132322,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents: Female,female,mapped,1,1,NCT00612690,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents: Male,male,mapped,1,1,NCT00612690,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1 (Fasted),,unrecognized,1,1,NCT05930782,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1 and Part 2,,unrecognized,1,1,NCT04905407,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Part 1: 16-week double-blind, randomized, placebo-controlled treatment period (Day 1 to Week 16)",,unrecognized,1,1,NCT02036970,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1A,,unrecognized,1,1,NCT05261191,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1B,,unrecognized,1,1,NCT05261191,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1a,,unrecognized,1,1,NCT02303574,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 1b,,unrecognized,1,1,NCT02303574,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 2 (Fed),,unrecognized,1,1,NCT05930782,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 2 (OLE),,unrecognized,1,1,NCT03098797,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 2-Arm C-Cohort 5 only,,structural_or_group,1,1,NCT03184870,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 2: Open-label extension period (Week 16 and onwards),,structural_or_group,1,1,NCT02036970,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part 3,,unrecognized,1,1,NCT04905407,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A (15 Days),,unrecognized,1,1,NCT03691779,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A (<14 kg Weight),,unrecognized,1,1,NCT02797132,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A (>=14 kg Weight),,unrecognized,1,1,NCT02797132,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A (n = 9): Female,female,mapped,1,1,NCT01705145,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A (n = 9): Male,male,mapped,1,1,NCT01705145,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A - Female,female,mapped,1,1,NCT01029340,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A - Male,male,mapped,1,1,NCT01029340,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A Cohort 1 (n=5): Female,female,mapped,1,1,NCT01897233,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A Cohort 1 (n=5): Male,male,mapped,1,1,NCT01897233,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A Cohort 2 (n=5): Female,female,mapped,1,1,NCT01897233,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A Cohort 2 (n=5): Male,male,mapped,1,1,NCT01897233,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A.2 and Parts J,,unrecognized,1,1,NCT04927065,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A: Female (n = 8),female,mapped,1,1,NCT01161537,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A: Male (n = 8),male,mapped,1,1,NCT01161537,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part A: Part A: Dose Escalation (Within Group),,unrecognized,1,1,NCT02705755,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B (24 Weeks),,unrecognized,1,1,NCT03691779,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B (<14 kg Weight),,unrecognized,1,1,NCT02797132,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B (>=14 kg Weight),,unrecognized,1,1,NCT02797132,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B (n = 34): Female,female,mapped,1,1,NCT01705145,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B (n = 34): Male,male,mapped,1,1,NCT01705145,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B (n=58): Female,female,mapped,1,1,NCT01897233,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B (n=58): Male,male,mapped,1,1,NCT01897233,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B + A/B,,unrecognized,1,1,NCT02725567,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B - Female,female,mapped,1,1,NCT01029340,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B - Male,male,mapped,1,1,NCT01029340,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B: Female (n = 9),female,mapped,1,1,NCT01161537,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B: Male (n = 9),male,mapped,1,1,NCT01161537,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B: Randomized - Placebo,,unrecognized,1,1,NCT02705755,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part B: Randomized - TD-9855,,unrecognized,1,1,NCT02705755,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part C - Female,female,mapped,1,1,NCT01029340,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part C - Male,male,mapped,1,1,NCT01029340,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part C: Dose Extension,,structural_or_group,1,1,NCT02705755,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part I (SAD),,unrecognized,1,1,NCT04036227,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part II (MAD),,unrecognized,1,1,NCT04036227,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participant Reported Gender,,unrecognized,1,1,NCT04524598,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participant with Dementia,,unrecognized,1,1,NCT05202223,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participant-described Gender Identity,,unrecognized,1,1,NCT04066959,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants Analyzed,,unrecognized,1,1,NCT04948268,parsers.R@2026-08-17 / outcomes@2026-09-10
